"","token","skills_count","cuny_count","pct_skills_snippets","pct_cuny_courses"
"4273","results use combined",0,1,0,0.0526315789473684
"4274","use combined",0,1,0,0.0526315789473684
"4275","use combined simulation",0,1,0,0.0526315789473684
"4276","combined",0,1,0,0.0526315789473684
"4277","combined simulation",0,1,0,0.0526315789473684
"4278","combined simulation optimization",0,1,0,0.0526315789473684
"4279","simulation optimization",0,1,0,0.0526315789473684
"4280","simulation optimization covered",0,1,0,0.0526315789473684
"4281","optimization",0,4,0,0.210526315789474
"4282","optimization covered",0,1,0,0.0526315789473684
"4283","optimization covered students",0,1,0,0.0526315789473684
"4284","covered students",0,1,0,0.0526315789473684
"4285","covered students develop",0,1,0,0.0526315789473684
"4286","students develop",0,1,0,0.0526315789473684
"4287","students develop contextual",0,1,0,0.0526315789473684
"4288","develop contextual",0,1,0,0.0526315789473684
"4289","develop contextual understanding",0,1,0,0.0526315789473684
"4290","contextual",0,1,0,0.0526315789473684
"4291","contextual understanding",0,1,0,0.0526315789473684
"4292","contextual understanding simulation",0,1,0,0.0526315789473684
"4293","understanding simulation",0,1,0,0.0526315789473684
"4294","understanding simulation modeling",0,1,0,0.0526315789473684
"4295","simulation modeling",0,1,0,0.0526315789473684
"4296","simulation modeling use",0,1,0,0.0526315789473684
"4297","modeling use",0,1,0,0.0526315789473684
"4298","modeling use case",0,1,0,0.0526315789473684
"4299","case studies course",0,1,0,0.0526315789473684
"4300","studies course",0,1,0,0.0526315789473684
"4301","studies course students",0,1,0,0.0526315789473684
"4302","students learn mathematical",0,1,0,0.0526315789473684
"4303","learn mathematical",0,1,0,0.0526315789473684
"4304","learn mathematical methods",0,1,0,0.0526315789473684
"4305","mathematical methods",0,1,0,0.0526315789473684
"4306","mathematical methods understanding",0,1,0,0.0526315789473684
"4307","methods understanding",0,1,0,0.0526315789473684
"4308","methods understanding data",0,1,0,0.0526315789473684
"4309","understanding data relationships",0,1,0,0.0526315789473684
"4310","data relationships",0,1,0,0.0526315789473684
"4311","data relationships system",0,1,0,0.0526315789473684
"4312","relationships system",0,1,0,0.0526315789473684
"4313","relationships system optimization",0,1,0,0.0526315789473684
"4314","system optimization",0,1,0,0.0526315789473684
"4315","system optimization mathematical",0,1,0,0.0526315789473684
"4316","optimization mathematical",0,1,0,0.0526315789473684
"4317","optimization mathematical modeling",0,1,0,0.0526315789473684
"4318","mathematical modeling",0,1,0,0.0526315789473684
"4319","mathematical modeling techniques",0,1,0,0.0526315789473684
"4320","modeling techniques",0,1,0,0.0526315789473684
"4321","modeling techniques representing",0,1,0,0.0526315789473684
"4322","techniques representing",0,1,0,0.0526315789473684
"4323","techniques representing complex",0,1,0,0.0526315789473684
"4324","representing",0,1,0,0.0526315789473684
"4325","representing complex",0,1,0,0.0526315789473684
"4326","representing complex system",0,1,0,0.0526315789473684
"4327","complex system",0,1,0,0.0526315789473684
"4328","complex system presented",0,1,0,0.0526315789473684
"4329","system presented",0,1,0,0.0526315789473684
"4330","system presented topics",0,1,0,0.0526315789473684
"4331","presented",0,2,0,0.105263157894737
"4332","presented topics",0,1,0,0.0526315789473684
"4333","presented topics covered",0,1,0,0.0526315789473684
"4334","topics covered",0,1,0,0.0526315789473684
"4335","topics covered include",0,1,0,0.0526315789473684
"4336","covered include",0,1,0,0.0526315789473684
"4337","covered include linear",0,1,0,0.0526315789473684
"4338","include linear",0,1,0,0.0526315789473684
"4339","include linear lp",0,1,0,0.0526315789473684
"4340","linear lp",0,1,0,0.0526315789473684
"4341","linear lp non",0,1,0,0.0526315789473684
"4342","lp",0,1,0,0.0526315789473684
"4343","lp non",0,1,0,0.0526315789473684
"4344","lp non linear",0,1,0,0.0526315789473684
"4345","non linear",0,1,0,0.0526315789473684
"4346","non linear programming",0,1,0,0.0526315789473684
"4347","linear programming",0,1,0,0.0526315789473684
"4348","linear programming nlp",0,1,0,0.0526315789473684
"4349","programming nlp",0,1,0,0.0526315789473684
"4350","programming nlp algorithmic",0,1,0,0.0526315789473684
"4351","nlp",0,1,0,0.0526315789473684
"4352","nlp algorithmic",0,1,0,0.0526315789473684
"4353","nlp algorithmic search",0,1,0,0.0526315789473684
"4354","algorithmic",0,1,0,0.0526315789473684
"4355","algorithmic search",0,1,0,0.0526315789473684
"4356","algorithmic search methods",0,1,0,0.0526315789473684
"4357","search",0,5,0,0.263157894736842
"4358","search methods",0,1,0,0.0526315789473684
"4359","search methods optimization",0,1,0,0.0526315789473684
"4360","methods optimization",0,1,0,0.0526315789473684
"4361","methods optimization branch",0,1,0,0.0526315789473684
"4362","optimization branch",0,1,0,0.0526315789473684
"4363","optimization branch bound",0,1,0,0.0526315789473684
"4364","branch",0,2,0,0.105263157894737
"4365","branch bound",0,1,0,0.0526315789473684
"4366","branch bound dynamic",0,1,0,0.0526315789473684
"4367","bound",0,1,0,0.0526315789473684
"4368","bound dynamic",0,1,0,0.0526315789473684
"4369","bound dynamic programming",0,1,0,0.0526315789473684
"4370","dynamic",0,1,0,0.0526315789473684
"4371","dynamic programming",0,1,0,0.0526315789473684
"4372","dynamic programming uses",0,1,0,0.0526315789473684
"4373","programming uses",0,1,0,0.0526315789473684
"4374","programming uses use",0,1,0,0.0526315789473684
"4375","uses",0,1,0,0.0526315789473684
"4376","uses use",0,1,0,0.0526315789473684
"4377","uses use modeling",0,1,0,0.0526315789473684
"4378","use modeling",0,1,0,0.0526315789473684
"4379","use modeling packages",0,1,0,0.0526315789473684
"4380","modeling packages stressed",0,1,0,0.0526315789473684
"4381","packages stressed",0,1,0,0.0526315789473684
"4382","packages stressed examples",0,1,0,0.0526315789473684
"4383","stressed",0,1,0,0.0526315789473684
"4384","stressed examples",0,1,0,0.0526315789473684
"4385","stressed examples used",0,1,0,0.0526315789473684
"4386","examples used",0,1,0,0.0526315789473684
"4387","examples used actual",0,1,0,0.0526315789473684
"4388","used actual",0,1,0,0.0526315789473684
"4389","used actual systems",0,1,0,0.0526315789473684
"4390","actual systems",0,1,0,0.0526315789473684
"4391","actual systems addition",0,1,0,0.0526315789473684
"4392","systems addition",0,1,0,0.0526315789473684
"4393","systems addition students",0,1,0,0.0526315789473684
"4394","addition students expected",0,1,0,0.0526315789473684
"4395","students expected explain",0,1,0,0.0526315789473684
"4396","expected explain",0,1,0,0.0526315789473684
"4397","expected explain models",0,1,0,0.0526315789473684
"4398","explain models",0,1,0,0.0526315789473684
"4399","explain models reports",0,1,0,0.0526315789473684
"4400","models reports",0,1,0,0.0526315789473684
"4401","models reports analyses",0,1,0,0.0526315789473684
"4402","reports",0,1,0,0.0526315789473684
"4403","reports analyses",0,1,0,0.0526315789473684
"4404","reports analyses plain",0,1,0,0.0526315789473684
"4405","analyses",0,1,0,0.0526315789473684
"4406","analyses plain",0,1,0,0.0526315789473684
"4407","analyses plain easy",0,1,0,0.0526315789473684
"4408","plain",0,1,0,0.0526315789473684
"4409","plain easy",0,1,0,0.0526315789473684
"4410","plain easy understand",0,1,0,0.0526315789473684
"4411","easy",0,1,0,0.0526315789473684
"4412","easy understand",0,1,0,0.0526315789473684
"4413","easy understand language",0,1,0,0.0526315789473684
"4414","understand",0,1,0,0.0526315789473684
"4415","understand language",0,1,0,0.0526315789473684
"4416","understand language recommender",0,1,0,0.0526315789473684
"4417","language recommender",0,1,0,0.0526315789473684
"4418","language recommender systems",0,1,0,0.0526315789473684
"4419","recommender",0,4,0,0.210526315789474
"4420","recommender systems",0,3,0,0.157894736842105
"4421","recommender systems related",0,1,0,0.0526315789473684
"4422","systems related",0,1,0,0.0526315789473684
"4423","systems related ranking",0,1,0,0.0526315789473684
"4424","related ranking",0,1,0,0.0526315789473684
"4425","related ranking applications",0,1,0,0.0526315789473684
"4426","ranking",0,1,0,0.0526315789473684
"4427","ranking applications",0,1,0,0.0526315789473684
"4428","ranking applications widely",0,1,0,0.0526315789473684
"4429","applications widely",0,1,0,0.0526315789473684
"4430","applications widely regarded",0,1,0,0.0526315789473684
"4431","widely",0,2,0,0.105263157894737
"4432","widely regarded",0,1,0,0.0526315789473684
"4433","widely regarded one",0,1,0,0.0526315789473684
"4434","regarded",0,1,0,0.0526315789473684
"4435","regarded one",0,1,0,0.0526315789473684
"4436","regarded one widely",0,1,0,0.0526315789473684
"4437","one widely",0,1,0,0.0526315789473684
"4438","one widely adopted",0,1,0,0.0526315789473684
"4439","widely adopted",0,1,0,0.0526315789473684
"4440","widely adopted commercial",0,1,0,0.0526315789473684
"4441","adopted",0,1,0,0.0526315789473684
"4442","adopted commercial",0,1,0,0.0526315789473684
"4443","adopted commercial implementations",0,1,0,0.0526315789473684
"4444","commercial",0,2,0,0.105263157894737
"4445","commercial implementations",0,1,0,0.0526315789473684
"4446","commercial implementations data",0,1,0,0.0526315789473684
"4447","implementations",0,1,0,0.0526315789473684
"4448","implementations data",0,1,0,0.0526315789473684
"4449","implementations data science",0,1,0,0.0526315789473684
"4450","data science course",0,1,0,0.0526315789473684
"4451","science course",0,1,0,0.0526315789473684
"4452","science course students",0,1,0,0.0526315789473684
"4453","students learn build",0,1,0,0.0526315789473684
"4454","learn build",0,1,0,0.0526315789473684
"4455","learn build evaluate",0,1,0,0.0526315789473684
"4456","build evaluate",0,1,0,0.0526315789473684
"4457","build evaluate different",0,1,0,0.0526315789473684
"4458","evaluate",0,2,0,0.105263157894737
"4459","evaluate different",0,1,0,0.0526315789473684
"4460","evaluate different kinds",0,1,0,0.0526315789473684
"4461","different kinds",0,1,0,0.0526315789473684
"4462","different kinds recommender",0,1,0,0.0526315789473684
"4463","kinds",0,1,0,0.0526315789473684
"4464","kinds recommender",0,1,0,0.0526315789473684
"4465","kinds recommender systems",0,1,0,0.0526315789473684
"4466","recommender systems using",0,1,0,0.0526315789473684
"4467","systems using",0,1,0,0.0526315789473684
"4468","systems using r",0,1,0,0.0526315789473684
"4469","using r python",0,1,0,0.0526315789473684
"4470","r python course",0,1,0,0.0526315789473684
"4471","python course",0,1,0,0.0526315789473684
"4472","python course work",0,1,0,0.0526315789473684
"4473","course work",0,1,0,0.0526315789473684
"4474","course work done",0,1,0,0.0526315789473684
"4475","work done",0,1,0,0.0526315789473684
"4476","work done using",0,1,0,0.0526315789473684
"4477","done",0,1,0,0.0526315789473684
"4478","done using",0,1,0,0.0526315789473684
"4479","done using apache",0,1,0,0.0526315789473684
"4480","using apache",0,1,0,0.0526315789473684
"4481","using apache spark",0,1,0,0.0526315789473684
"4482","apache spark quantitative",0,1,0,0.0526315789473684
"4483","spark quantitative",0,1,0,0.0526315789473684
"4484","spark quantitative finance",0,1,0,0.0526315789473684
"4485","quantitative finance",0,1,0,0.0526315789473684
"4486","quantitative finance branch",0,1,0,0.0526315789473684
"4487","finance branch",0,1,0,0.0526315789473684
"4488","finance branch applied",0,1,0,0.0526315789473684
"4489","branch applied",0,1,0,0.0526315789473684
"4490","branch applied mathematics",0,1,0,0.0526315789473684
"4491","applied mathematics",0,1,0,0.0526315789473684
"4492","applied mathematics concerned",0,1,0,0.0526315789473684
"4493","mathematics concerned",0,1,0,0.0526315789473684
"4494","mathematics concerned calculation",0,1,0,0.0526315789473684
"4495","concerned",0,1,0,0.0526315789473684
"4496","concerned calculation",0,1,0,0.0526315789473684
"4497","concerned calculation modeling",0,1,0,0.0526315789473684
"4498","calculation modeling",0,1,0,0.0526315789473684
"4499","calculation modeling forecasting",0,1,0,0.0526315789473684
"4500","modeling forecasting",0,1,0,0.0526315789473684
"4501","modeling forecasting variety",0,1,0,0.0526315789473684
"4502","forecasting",0,2,0,0.105263157894737
"4503","forecasting variety",0,1,0,0.0526315789473684
"4504","forecasting variety industry",0,1,0,0.0526315789473684
"4505","variety industry",0,1,0,0.0526315789473684
"4506","variety industry segments",0,1,0,0.0526315789473684
"4507","industry segments",0,1,0,0.0526315789473684
"4508","industry segments professionals",0,1,0,0.0526315789473684
"4509","segments",0,1,0,0.0526315789473684
"4510","segments professionals",0,1,0,0.0526315789473684
"4511","segments professionals field",0,1,0,0.0526315789473684
"4512","professionals",0,1,0,0.0526315789473684
"4513","professionals field",0,1,0,0.0526315789473684
"4514","professionals field use",0,1,0,0.0526315789473684
"4515","field use",0,1,0,0.0526315789473684
"4516","field use specialized",0,1,0,0.0526315789473684
"4517","use specialized",0,1,0,0.0526315789473684
"4518","use specialized knowledge",0,1,0,0.0526315789473684
"4519","specialized",0,1,0,0.0526315789473684
"4520","specialized knowledge",0,1,0,0.0526315789473684
"4521","specialized knowledge skills",0,1,0,0.0526315789473684
"4522","knowledge skills determine",0,1,0,0.0526315789473684
"4523","skills determine",0,1,0,0.0526315789473684
"4524","skills determine value",0,1,0,0.0526315789473684
"4525","determine",0,1,0,0.0526315789473684
"4526","determine value",0,1,0,0.0526315789473684
"4527","determine value calculate",0,1,0,0.0526315789473684
"4528","value",0,1,0,0.0526315789473684
"4529","value calculate",0,1,0,0.0526315789473684
"4530","value calculate risk",0,1,0,0.0526315789473684
"4531","calculate",0,1,0,0.0526315789473684
"4532","calculate risk",0,1,0,0.0526315789473684
"4533","calculate risk results",0,1,0,0.0526315789473684
"4534","risk",0,1,0,0.0526315789473684
"4535","risk results",0,1,0,0.0526315789473684
"4536","risk results can",0,1,0,0.0526315789473684
"4537","results can",0,1,0,0.0526315789473684
"4538","results can play",0,1,0,0.0526315789473684
"4539","can play",0,1,0,0.0526315789473684
"4540","can play key",0,1,0,0.0526315789473684
"4541","play",0,1,0,0.0526315789473684
"4542","play key",0,1,0,0.0526315789473684
"4543","play key role",0,1,0,0.0526315789473684
"4544","key role",0,1,0,0.0526315789473684
"4545","key role business",0,1,0,0.0526315789473684
"4546","role business",0,1,0,0.0526315789473684
"4547","role business actions",0,1,0,0.0526315789473684
"4548","business actions",0,1,0,0.0526315789473684
"4549","business actions financing",0,1,0,0.0526315789473684
"4550","actions",0,2,0,0.105263157894737
"4551","actions financing",0,1,0,0.0526315789473684
"4552","actions financing mergers",0,1,0,0.0526315789473684
"4553","financing",0,1,0,0.0526315789473684
"4554","financing mergers",0,1,0,0.0526315789473684
"4555","financing mergers consolidations",0,1,0,0.0526315789473684
"4556","mergers",0,1,0,0.0526315789473684
"4557","mergers consolidations",0,1,0,0.0526315789473684
"4558","mergers consolidations speculation",0,1,0,0.0526315789473684
"4559","consolidations",0,1,0,0.0526315789473684
"4560","consolidations speculation",0,1,0,0.0526315789473684
"4561","consolidations speculation global",0,1,0,0.0526315789473684
"4562","speculation",0,1,0,0.0526315789473684
"4563","speculation global",0,1,0,0.0526315789473684
"4564","speculation global expansion",0,1,0,0.0526315789473684
"4565","global",0,1,0,0.0526315789473684
"4566","global expansion",0,1,0,0.0526315789473684
"4567","global expansion students",0,1,0,0.0526315789473684
"4568","expansion",0,1,0,0.0526315789473684
"4569","expansion students",0,1,0,0.0526315789473684
"4570","expansion students engage",0,1,0,0.0526315789473684
"4571","students engage",0,1,0,0.0526315789473684
"4572","students engage topics",0,1,0,0.0526315789473684
"4573","engage",0,1,0,0.0526315789473684
"4574","engage topics",0,1,0,0.0526315789473684
"4575","engage topics include",0,1,0,0.0526315789473684
"4576","topics include probability",0,1,0,0.0526315789473684
"4577","include probability",0,1,0,0.0526315789473684
"4578","include probability distributions",0,1,0,0.0526315789473684
"4579","probability distributions",0,1,0,0.0526315789473684
"4580","probability distributions linear",0,1,0,0.0526315789473684
"4581","distributions linear",0,1,0,0.0526315789473684
"4582","distributions linear regression",0,1,0,0.0526315789473684
"4583","linear regression",0,1,0,0.0526315789473684
"4584","linear regression stochastic",0,1,0,0.0526315789473684
"4585","regression",0,2,0,0.105263157894737
"4586","regression stochastic",0,1,0,0.0526315789473684
"4587","regression stochastic calculus",0,1,0,0.0526315789473684
"4588","stochastic",0,1,0,0.0526315789473684
"4589","stochastic calculus",0,1,0,0.0526315789473684
"4590","stochastic calculus monte",0,1,0,0.0526315789473684
"4591","calculus monte",0,1,0,0.0526315789473684
"4592","calculus monte carlo",0,1,0,0.0526315789473684
"4593","monte",0,1,0,0.0526315789473684
"4594","monte carlo",0,1,0,0.0526315789473684
"4595","monte carlo methods",0,1,0,0.0526315789473684
"4596","carlo",0,1,0,0.0526315789473684
"4597","carlo methods",0,1,0,0.0526315789473684
"4598","carlo methods black",0,1,0,0.0526315789473684
"4599","methods black",0,1,0,0.0526315789473684
"4600","methods black scholes",0,1,0,0.0526315789473684
"4601","black",0,1,0,0.0526315789473684
"4602","black scholes",0,1,0,0.0526315789473684
"4603","black scholes capital",0,1,0,0.0526315789473684
"4604","scholes",0,1,0,0.0526315789473684
"4605","scholes capital",0,1,0,0.0526315789473684
"4606","scholes capital asset",0,1,0,0.0526315789473684
"4607","capital",0,2,0,0.105263157894737
"4608","capital asset",0,1,0,0.0526315789473684
"4609","capital asset pricing",0,1,0,0.0526315789473684
"4610","asset",0,1,0,0.0526315789473684
"4611","asset pricing",0,1,0,0.0526315789473684
"4612","asset pricing arbitrage",0,1,0,0.0526315789473684
"4613","pricing",0,2,0,0.105263157894737
"4614","pricing arbitrage",0,1,0,0.0526315789473684
"4615","pricing arbitrage pricing",0,1,0,0.0526315789473684
"4616","arbitrage",0,1,0,0.0526315789473684
"4617","arbitrage pricing",0,1,0,0.0526315789473684
"4618","arbitrage pricing topics",0,1,0,0.0526315789473684
"4619","pricing topics",0,1,0,0.0526315789473684
"4620","pricing topics presented",0,1,0,0.0526315789473684
"4621","topics presented",0,1,0,0.0526315789473684
"4622","topics presented academic",0,1,0,0.0526315789473684
"4623","presented academic",0,1,0,0.0526315789473684
"4624","presented academic theory",0,1,0,0.0526315789473684
"4625","academic",0,1,0,0.0526315789473684
"4626","academic theory",0,1,0,0.0526315789473684
"4627","academic theory real",0,1,0,0.0526315789473684
"4628","theory",0,1,0,0.0526315789473684
"4629","theory real",0,1,0,0.0526315789473684
"4630","theory real world",0,1,0,0.0526315789473684
"4631","real world examples",0,1,0,0.0526315789473684
"4632","world examples",0,1,0,0.0526315789473684
"4633","world examples organizations",0,1,0,0.0526315789473684
"4634","examples organizations",0,1,0,0.0526315789473684
"4635","examples organizations commercial",0,1,0,0.0526315789473684
"4636","organizations",0,1,0,0.0526315789473684
"4637","organizations commercial",0,1,0,0.0526315789473684
"4638","organizations commercial community",0,1,0,0.0526315789473684
"4639","commercial community",0,1,0,0.0526315789473684
"4640","commercial community can",0,1,0,0.0526315789473684
"4641","community",0,3,0,0.157894736842105
"4642","community can",0,1,0,0.0526315789473684
"4643","community can benefit",0,1,0,0.0526315789473684
"4644","can benefit",0,1,0,0.0526315789473684
"4645","can benefit deep",0,1,0,0.0526315789473684
"4646","benefit",0,1,0,0.0526315789473684
"4647","benefit deep",0,1,0,0.0526315789473684
"4648","benefit deep analysis",0,1,0,0.0526315789473684
"4649","deep analysis",0,1,0,0.0526315789473684
"4650","deep analysis website",0,1,0,0.0526315789473684
"4651","analysis website",0,1,0,0.0526315789473684
"4652","analysis website interactions",0,1,0,0.0526315789473684
"4653","website",0,2,0,0.105263157894737
"4654","website interactions",0,1,0,0.0526315789473684
"4655","website interactions mobile",0,1,0,0.0526315789473684
"4656","interactions",0,1,0,0.0526315789473684
"4657","interactions mobile",0,1,0,0.0526315789473684
"4658","interactions mobile data",0,1,0,0.0526315789473684
"4659","mobile",0,1,0,0.0526315789473684
"4660","mobile data",0,1,0,0.0526315789473684
"4661","mobile data social",0,1,0,0.0526315789473684
"4662","data social",0,1,0,0.0526315789473684
"4663","data social networks",0,1,0,0.0526315789473684
"4664","social networks become",0,1,0,0.0526315789473684
"4665","networks become",0,1,0,0.0526315789473684
"4666","networks become source",0,1,0,0.0526315789473684
"4667","become source",0,1,0,0.0526315789473684
"4668","become source information",0,1,0,0.0526315789473684
"4669","source",0,1,0,0.0526315789473684
"4670","source information",0,1,0,0.0526315789473684
"4671","source information companies",0,1,0,0.0526315789473684
"4672","information companies",0,1,0,0.0526315789473684
"4673","information companies search",0,1,0,0.0526315789473684
"4674","companies search",0,1,0,0.0526315789473684
"4675","companies search engines",0,1,0,0.0526315789473684
"4676","search engines",0,2,0,0.105263157894737
"4677","search engines important",0,1,0,0.0526315789473684
"4678","engines",0,2,0,0.105263157894737
"4679","engines important",0,1,0,0.0526315789473684
"4680","engines important referral",0,1,0,0.0526315789473684
"4681","important referral",0,1,0,0.0526315789473684
"4682","important referral mechanism",0,1,0,0.0526315789473684
"4683","referral",0,1,0,0.0526315789473684
"4684","referral mechanism",0,1,0,0.0526315789473684
"4685","referral mechanism popular",0,1,0,0.0526315789473684
"4686","mechanism",0,1,0,0.0526315789473684
"4687","mechanism popular",0,1,0,0.0526315789473684
"4688","mechanism popular social",0,1,0,0.0526315789473684
"4689","popular",0,1,0,0.0526315789473684
"4690","popular social",0,1,0,0.0526315789473684
"4691","popular social networks",0,1,0,0.0526315789473684
"4692","social networks online",0,1,0,0.0526315789473684
"4693","networks online",0,1,0,0.0526315789473684
"4694","networks online communities",0,1,0,0.0526315789473684
"4695","online",0,2,0,0.105263157894737
"4696","online communities",0,1,0,0.0526315789473684
"4697","online communities provide",0,1,0,0.0526315789473684
"4698","communities",0,1,0,0.0526315789473684
"4699","communities provide",0,1,0,0.0526315789473684
"4700","communities provide rich",0,1,0,0.0526315789473684
"4701","provide rich",0,1,0,0.0526315789473684
"4702","provide rich sources",0,1,0,0.0526315789473684
"4703","rich sources",0,1,0,0.0526315789473684
"4704","rich sources user",0,1,0,0.0526315789473684
"4705","sources user",0,1,0,0.0526315789473684
"4706","sources user information",0,1,0,0.0526315789473684
"4707","user information",0,1,0,0.0526315789473684
"4708","user information inter",0,1,0,0.0526315789473684
"4709","information inter",0,1,0,0.0526315789473684
"4710","information inter actions",0,1,0,0.0526315789473684
"4711","inter",0,1,0,0.0526315789473684
"4712","inter actions",0,1,0,0.0526315789473684
"4713","inter actions application",0,1,0,0.0526315789473684
"4714","actions application",0,1,0,0.0526315789473684
"4715","actions application programming",0,1,0,0.0526315789473684
"4716","application programming",0,1,0,0.0526315789473684
"4717","application programming interfaces",0,1,0,0.0526315789473684
"4718","programming interfaces",0,1,0,0.0526315789473684
"4719","programming interfaces data",0,1,0,0.0526315789473684
"4720","interfaces",0,1,0,0.0526315789473684
"4721","interfaces data",0,1,0,0.0526315789473684
"4722","interfaces data can",0,1,0,0.0526315789473684
"4723","data can",0,1,0,0.0526315789473684
"4724","data can help",0,1,0,0.0526315789473684
"4725","can help",0,1,0,0.0526315789473684
"4726","can help identify",0,1,0,0.0526315789473684
"4727","help",0,1,0,0.0526315789473684
"4728","help identify",0,1,0,0.0526315789473684
"4729","help identify number",0,1,0,0.0526315789473684
"4730","identify number",0,1,0,0.0526315789473684
"4731","identify number individual",0,1,0,0.0526315789473684
"4732","number individual",0,1,0,0.0526315789473684
"4733","number individual user",0,1,0,0.0526315789473684
"4734","individual",0,1,0,0.0526315789473684
"4735","individual user",0,1,0,0.0526315789473684
"4736","individual user preferences",0,1,0,0.0526315789473684
"4737","user preferences",0,1,0,0.0526315789473684
"4738","user preferences behaviors",0,1,0,0.0526315789473684
"4739","preferences",0,1,0,0.0526315789473684
"4740","preferences behaviors",0,1,0,0.0526315789473684
"4741","preferences behaviors well",0,1,0,0.0526315789473684
"4742","behaviors",0,2,0,0.105263157894737
"4743","behaviors well",0,1,0,0.0526315789473684
"4744","behaviors well fundamental",0,1,0,0.0526315789473684
"4745","well fundamental",0,1,0,0.0526315789473684
"4746","well fundamental relationships",0,1,0,0.0526315789473684
"4747","fundamental",0,2,0,0.105263157894737
"4748","fundamental relationships",0,1,0,0.0526315789473684
"4749","fundamental relationships within",0,1,0,0.0526315789473684
"4750","relationships within",0,1,0,0.0526315789473684
"4751","relationships within community",0,1,0,0.0526315789473684
"4752","within",0,2,0,0.105263157894737
"4753","within community",0,1,0,0.0526315789473684
"4754","within community search",0,1,0,0.0526315789473684
"4755","community search",0,1,0,0.0526315789473684
"4756","community search engines",0,1,0,0.0526315789473684
"4757","search engines use",0,1,0,0.0526315789473684
"4758","engines use",0,1,0,0.0526315789473684
"4759","engines use algorithms",0,1,0,0.0526315789473684
"4760","use algorithms",0,1,0,0.0526315789473684
"4761","use algorithms rank",0,1,0,0.0526315789473684
"4762","algorithms rank",0,1,0,0.0526315789473684
"4763","algorithms rank sites",0,1,0,0.0526315789473684
"4764","rank",0,1,0,0.0526315789473684
"4765","rank sites",0,1,0,0.0526315789473684
"4766","rank sites students",0,1,0,0.0526315789473684
"4767","sites",0,1,0,0.0526315789473684
"4768","sites students",0,1,0,0.0526315789473684
"4769","sites students learn",0,1,0,0.0526315789473684
"4770","students learn analyze",0,1,0,0.0526315789473684
"4771","learn analyze",0,1,0,0.0526315789473684
"4772","learn analyze social",0,1,0,0.0526315789473684
"4773","analyze social",0,1,0,0.0526315789473684
"4774","analyze social network",0,1,0,0.0526315789473684
"4775","social network",0,2,0,0.105263157894737
"4776","social network data",0,2,0,0.105263157894737
"4777","network",0,3,0,0.157894736842105
"4778","network data",0,2,0,0.105263157894737
"4779","network data types",0,1,0,0.0526315789473684
"4780","data types",0,1,0,0.0526315789473684
"4781","data types networks",0,1,0,0.0526315789473684
"4782","types networks",0,1,0,0.0526315789473684
"4783","types networks fundamental",0,1,0,0.0526315789473684
"4784","networks fundamental",0,1,0,0.0526315789473684
"4785","networks fundamental calculations",0,1,0,0.0526315789473684
"4786","fundamental calculations",0,1,0,0.0526315789473684
"4787","fundamental calculations used",0,1,0,0.0526315789473684
"4788","calculations",0,1,0,0.0526315789473684
"4789","calculations used",0,1,0,0.0526315789473684
"4790","calculations used social",0,1,0,0.0526315789473684
"4791","used social",0,1,0,0.0526315789473684
"4792","used social networks",0,1,0,0.0526315789473684
"4793","social networks e",0,1,0,0.0526315789473684
"4794","networks e",0,1,0,0.0526315789473684
"4795","networks e g",0,1,0,0.0526315789473684
"4796","e g centrality",0,1,0,0.0526315789473684
"4797","g centrality",0,1,0,0.0526315789473684
"4798","g centrality cohesion",0,1,0,0.0526315789473684
"4799","centrality",0,1,0,0.0526315789473684
"4800","centrality cohesion",0,1,0,0.0526315789473684
"4801","centrality cohesion affiliations",0,1,0,0.0526315789473684
"4802","cohesion",0,1,0,0.0526315789473684
"4803","cohesion affiliations",0,1,0,0.0526315789473684
"4804","cohesion affiliations clustering",0,1,0,0.0526315789473684
"4805","affiliations",0,1,0,0.0526315789473684
"4806","affiliations clustering",0,1,0,0.0526315789473684
"4807","affiliations clustering coefficient",0,1,0,0.0526315789473684
"4808","clustering",0,1,0,0.0526315789473684
"4809","clustering coefficient",0,1,0,0.0526315789473684
"4810","clustering coefficient well",0,1,0,0.0526315789473684
"4811","coefficient",0,1,0,0.0526315789473684
"4812","coefficient well",0,1,0,0.0526315789473684
"4813","coefficient well network",0,1,0,0.0526315789473684
"4814","well network",0,1,0,0.0526315789473684
"4815","well network structures",0,1,0,0.0526315789473684
"4816","network structures",0,1,0,0.0526315789473684
"4817","network structures roles",0,1,0,0.0526315789473684
"4818","structures",0,2,0,0.105263157894737
"4819","structures roles",0,1,0,0.0526315789473684
"4820","structures roles beyond",0,1,0,0.0526315789473684
"4821","roles beyond",0,1,0,0.0526315789473684
"4822","roles beyond social",0,1,0,0.0526315789473684
"4823","beyond social",0,1,0,0.0526315789473684
"4824","beyond social network",0,1,0,0.0526315789473684
"4825","network data students",0,1,0,0.0526315789473684
"4826","data students",0,1,0,0.0526315789473684
"4827","data students learn",0,1,0,0.0526315789473684
"4828","students learn important",0,1,0,0.0526315789473684
"4829","learn important",0,1,0,0.0526315789473684
"4830","learn important concepts",0,1,0,0.0526315789473684
"4831","important concepts",0,1,0,0.0526315789473684
"4832","important concepts analyzing",0,1,0,0.0526315789473684
"4833","concepts analyzing",0,1,0,0.0526315789473684
"4834","concepts analyzing website",0,1,0,0.0526315789473684
"4835","analyzing",0,1,0,0.0526315789473684
"4836","analyzing website",0,1,0,0.0526315789473684
