"","token","skills_count","cuny_count","pct_skills_snippets","pct_cuny_courses"
"1719","need technical skills",1,0,0.01,0
"1720","technical skills like",1,0,0.01,0
"1721","skills like",1,0,0.01,0
"1722","skills like pandas",1,0,0.01,0
"1723","like pandas",1,0,0.01,0
"1724","like pandas python",1,0,0.01,0
"1725","pandas python",1,0,0.01,0
"1726","pandas python real",1,0,0.01,0
"1727","python real",1,0,0.01,0
"1728","python real critical",1,0,0.01,0
"1729","real critical",1,0,0.01,0
"1730","real critical skills",1,0,0.01,0
"1731","critical skills",1,0,0.01,0
"1732","critical skills need",1,0,0.01,0
"1733","skills need get",1,0,0.01,0
"1734","need get",1,0,0.01,0
"1735","need get hired",1,0,0.01,0
"1736","get",1,0,0.01,0
"1737","get hired",1,0,0.01,0
"1738","get hired data",1,0,0.01,0
"1739","hired",1,0,0.01,0
"1740","hired data",1,0,0.01,0
"1741","hired data scientist",1,0,0.01,0
"1742","data scientist article",1,0,0.01,0
"1743","scientist article",1,0,0.01,0
"1744","scientist article define",1,0,0.01,0
"1745","article define",1,0,0.01,0
"1746","article define portfolio",1,0,0.01,0
"1747","define",1,0,0.01,0
"1748","define portfolio",1,0,0.01,0
"1749","define portfolio public",1,0,0.01,0
"1750","portfolio",1,0,0.01,0
"1751","portfolio public",1,0,0.01,0
"1752","portfolio public evidence",1,0,0.01,0
"1753","public",1,0,0.01,0
"1754","public evidence",1,0,0.01,0
"1755","public evidence data",1,0,0.01,0
"1756","evidence",1,0,0.01,0
"1757","evidence data",1,0,0.01,0
"1758","evidence data science",1,0,0.01,0
"1759","science skills got",1,0,0.01,0
"1760","skills got",1,0,0.01,0
"1761","skills got definition",1,0,0.01,0
"1762","got",2,0,0.02,0
"1763","got definition",1,0,0.01,0
"1764","got definition david",1,0,0.01,0
"1765","definition",1,0,0.01,0
"1766","definition david",1,0,0.01,0
"1767","definition david robinson",1,0,0.01,0
"1768","david",1,0,0.01,0
"1769","david robinson",1,0,0.01,0
"1770","david robinson chief",1,0,0.01,0
"1771","robinson",1,0,0.01,0
"1772","robinson chief",1,0,0.01,0
"1773","robinson chief data",1,0,0.01,0
"1774","chief",1,0,0.01,0
"1775","chief data",1,0,0.01,0
"1776","chief data scientist",1,0,0.01,0
"1777","scientist job market",1,0,0.01,0
"1778","job market",1,0,0.01,0
"1779","job market data",1,0,0.01,0
"1780","market",1,0,0.01,0
"1781","market data",1,0,0.01,0
"1782","market data scientists",1,0,0.01,0
"1783","data scientists expands",1,0,0.01,0
"1784","scientists expands",1,0,0.01,0
"1785","scientists expands days",1,0,0.01,0
"1786","expands",1,0,0.01,0
"1787","expands days",1,0,0.01,0
"1788","expands days many",1,0,0.01,0
"1789","days many",1,0,0.01,0
"1790","days many data",1,0,0.01,0
"1791","many data",1,0,0.01,0
"1792","many data scientist",1,0,0.01,0
"1793","scientist job listings",1,0,0.01,0
"1794","job listings",1,0,0.01,0
"1795","job listings really",1,0,0.01,0
"1796","listings",1,0,0.01,0
"1797","listings really",1,0,0.01,0
"1798","listings really looking",1,0,0.01,0
"1799","really",1,0,0.01,0
"1800","really looking",1,0,0.01,0
"1801","really looking different",1,0,0.01,0
"1802","looking",3,0,0.03,0
"1803","looking different",1,0,0.01,0
"1804","looking different sets",1,0,0.01,0
"1805","different sets",1,0,0.01,0
"1806","different sets tech",1,0,0.01,0
"1807","sets tech",1,0,0.01,0
"1808","sets tech skills",1,0,0.01,0
"1809","tech",1,0,0.01,0
"1810","tech skills",1,0,0.01,0
"1811","tech skills data",1,0,0.01,0
"1812","skills data required",1,0,0.01,0
"1813","data required",1,0,0.01,0
"1814","data required data",1,0,0.01,0
"1815","data scientist relatively",1,0,0.01,0
"1816","scientist relatively",1,0,0.01,0
"1817","scientist relatively strong",1,0,0.01,0
"1818","relatively",1,0,0.01,0
"1819","relatively strong",1,0,0.01,0
"1820","relatively strong engineering",1,0,0.01,0
"1821","strong engineering",1,0,0.01,0
"1822","strong engineering skill",1,0,0.01,0
"1823","engineering skill",1,0,0.01,0
"1824","engineering skill top",1,0,0.01,0
"1825","skill top",1,0,0.01,0
"1826","skill top skills",1,0,0.01,0
"1827","top skills tools",1,0,0.01,0
"1828","skills tools",1,0,0.01,0
"1829","skills tools ml",1,0,0.01,0
"1830","tools ml",1,0,0.01,0
"1831","tools ml data",1,0,0.01,0
"1832","ml data",1,0,0.01,0
"1833","ml data science",1,0,0.01,0
"1834","data science developed",1,0,0.01,0
"1835","science developed",1,0,0.01,0
"1836","science developed quickly",1,0,0.01,0
"1837","developed",1,0,0.01,0
"1838","developed quickly",1,0,0.01,0
"1839","developed quickly aws",1,0,0.01,0
"1840","quickly",1,0,0.01,0
"1841","quickly aws",1,0,0.01,0
"1842","quickly aws pioneer",1,0,0.01,0
"1843","aws pioneer",1,0,0.01,0
"1844","aws pioneer cloud",1,0,0.01,0
"1845","pioneer",1,0,0.01,0
"1846","pioneer cloud",1,0,0.01,0
"1847","pioneer cloud computing",1,0,0.01,0
"1848","cloud",2,0,0.02,0
"1849","cloud computing",1,0,0.01,0
"1850","cloud computing vibrant",1,0,0.01,0
"1851","computing",1,1,0.01,0.0526315789473684
"1852","computing vibrant",1,0,0.01,0
"1853","computing vibrant tool",1,0,0.01,0
"1854","vibrant",1,0,0.01,0
"1855","vibrant tool",1,0,0.01,0
"1856","vibrant tool data",1,0,0.01,0
"1857","tool",1,0,0.01,0
"1858","tool data",1,0,0.01,0
"1859","tool data scientists",1,0,0.01,0
"1860","data scientists elastic",1,0,0.01,0
"1861","scientists elastic",1,0,0.01,0
"1862","scientists elastic compute",1,0,0.01,0
"1863","elastic",1,0,0.01,0
"1864","elastic compute",1,0,0.01,0
"1865","elastic compute cloud",1,0,0.01,0
"1866","compute",1,0,0.01,0
"1867","compute cloud",1,0,0.01,0
"1868","compute cloud ec",1,0,0.01,0
"1869","cloud ec",1,0,0.01,0
"1870","cloud ec simple",1,0,0.01,0
"1871","ec",1,0,0.01,0
"1872","ec simple",1,0,0.01,0
"1873","ec simple storage",1,0,0.01,0
"1874","simple",2,0,0.02,0
"1875","simple storage",1,0,0.01,0
"1876","simple storage service",1,0,0.01,0
"1877","storage",1,1,0.01,0.0526315789473684
"1878","storage service",1,0,0.01,0
"1879","storage service s",1,0,0.01,0
"1880","service",1,1,0.01,0.0526315789473684
"1881","service s",1,0,0.01,0
"1882","service s relational",1,0,0.01,0
"1883","s relational",1,0,0.01,0
"1884","s relational database",1,0,0.01,0
"1885","relational",1,0,0.01,0
"1886","relational database",1,0,0.01,0
"1887","relational database can",1,0,0.01,0
"1888","database can",1,0,0.01,0
"1889","database can see",1,0,0.01,0
"1890","can see",1,0,0.01,0
"1891","can see data",1,0,0.01,0
"1892","see",2,0,0.02,0
"1893","see data",1,0,0.01,0
"1894","see data science",1,0,0.01,0
"1895","data science requires",1,0,0.01,0
"1896","science requires",1,0,0.01,0
"1897","science requires strong",1,0,0.01,0
"1898","requires strong",1,0,0.01,0
"1899","requires strong skill",1,0,0.01,0
"1900","strong skill",1,0,0.01,0
"1901","strong skill set",1,0,0.01,0
"1902","skill set three",1,0,0.01,0
"1903","set three",1,0,0.01,0
"1904","set three categories",1,0,0.01,0
"1905","three categories",1,0,0.01,0
"1906","three categories however",1,0,0.01,0
"1907","categories",1,0,0.01,0
"1908","categories however",1,0,0.01,0
"1909","categories however roles",1,0,0.01,0
"1910","however",5,1,0.05,0.0526315789473684
"1911","however roles",1,0,0.01,0
"1912","however roles require",1,0,0.01,0
"1913","roles",1,1,0.01,0.0526315789473684
"1914","roles require",1,0,0.01,0
"1915","roles require skills",1,0,0.01,0
"1916","require skills",1,0,0.01,0
"1917","require skills biggest",1,0,0.01,0
"1918","skills biggest",1,0,0.01,0
"1919","skills biggest many",1,0,0.01,0
"1920","biggest",1,0,0.01,0
"1921","biggest many",1,0,0.01,0
"1922","biggest many articles",1,0,0.01,0
"1923","many articles",1,0,0.01,0
"1924","many articles skills",1,0,0.01,0
"1925","articles skills",1,0,0.01,0
"1926","articles skills needed",1,0,0.01,0
"1927","skills needed",1,0,0.01,0
"1928","skills needed data",1,0,0.01,0
"1929","needed data",1,0,0.01,0
"1930","needed data scientist",1,0,0.01,0
"1931","scientist vs data",1,0,0.01,0
"1932","vs data",1,0,0.01,0
"1933","vs data scientist",1,0,0.01,0
"1934","data scientist position",2,0,0.02,0
"1935","scientist position",2,0,0.02,0
"1936","scientist position without",1,0,0.01,0
"1937","position",2,0,0.02,0
"1938","position without",1,0,0.01,0
"1939","position without experience",1,0,0.01,0
"1940","without",1,2,0.01,0.105263157894737
"1941","without experience",1,0,0.01,0
"1942","without experience data",1,0,0.01,0
"1943","experience",3,0,0.03,0
"1944","experience data",1,0,0.01,0
"1945","experience data science",1,0,0.01,0
"1946","science skills require",1,0,0.01,0
"1947","skills require",1,0,0.01,0
"1948","skills require numerous",1,0,0.01,0
"1949","require numerous",1,0,0.01,0
"1950","require numerous similarities",1,0,0.01,0
"1951","numerous",1,0,0.01,0
"1952","numerous similarities",1,0,0.01,0
"1953","numerous similarities data",1,0,0.01,0
"1954","similarities data scientists",1,0,0.01,0
"1955","data scientists data",1,0,0.01,0
"1956","scientists data",1,0,0.01,0
"1957","scientists data analysts",1,0,0.01,0
"1958","data analysts",1,0,0.01,0
"1959","data analysts terms",1,0,0.01,0
"1960","analysts",1,0,0.01,0
"1961","analysts terms",1,0,0.01,0
"1962","analysts terms expertise",1,0,0.01,0
"1963","terms",1,0,0.01,0
"1964","terms expertise",1,0,0.01,0
"1965","terms expertise offer",1,0,0.01,0
"1966","expertise offer",1,0,0.01,0
"1967","expertise offer however",1,0,0.01,0
"1968","offer",1,2,0.01,0.105263157894737
"1969","offer however",1,0,0.01,0
"1970","offer however clear",1,0,0.01,0
"1971","however clear",1,0,0.01,0
"1972","however clear effective",1,0,0.01,0
"1973","clear",1,0,0.01,0
"1974","clear effective",1,0,0.01,0
"1975","clear effective communication",1,0,0.01,0
"1976","effective",1,0,0.01,0
"1977","effective communication",1,0,0.01,0
"1978","effective communication skills",1,0,0.01,0
"1979","communication skills communication",1,0,0.01,0
"1980","skills communication important",1,0,0.01,0
"1981","communication important",1,0,0.01,0
"1982","communication important skill",1,0,0.01,0
"1983","important skill",3,0,0.03,0
"1984","important skill gets",1,0,0.01,0
"1985","skill gets",1,0,0.01,0
"1986","skill gets lost",1,0,0.01,0
"1987","gets",1,0,0.01,0
"1988","gets lost",1,0,0.01,0
"1989","gets lost technical",1,0,0.01,0
"1990","lost",1,0,0.01,0
"1991","lost technical",1,0,0.01,0
"1992","lost technical fields",1,0,0.01,0
"1993","technical fields",1,0,0.01,0
"1994","technical fields just",1,0,0.01,0
"1995","fields",1,2,0.01,0.105263157894737
"1996","fields just",1,0,0.01,0
"1997","fields just data",1,0,0.01,0
"1998","just data",1,0,0.01,0
"1999","just data data",1,0,0.01,0
"2000","data data scientist",1,0,0.01,0
"2001","scientist skills statistics",1,0,0.01,0
"2002","skills statistics",2,0,0.02,0
"2003","skills statistics mathematics",1,0,0.01,0
"2004","statistics mathematics programming",1,0,0.01,0
"2005","mathematics programming",1,0,0.01,0
"2006","mathematics programming languages",1,0,0.01,0
"2007","programming languages data",1,0,0.01,0
"2008","languages data",1,0,0.01,0
"2009","languages data communication",1,0,0.01,0
"2010","data communication",1,0,0.01,0
"2011","data communication skills",1,0,0.01,0
"2012","data scientist salary",1,0,0.01,0
"2013","scientist salary",1,0,0.01,0
"2014","scientist salary salary",1,0,0.01,0
"2015","salary",2,0,0.02,0
"2016","salary salary",1,0,0.01,0
"2017","salary salary size",1,0,0.01,0
"2018","salary size",1,0,0.01,0
"2019","salary size profile",1,0,0.01,0
"2020","size",1,0,0.01,0
"2021","size profile",1,0,0.01,0
"2022","size profile unfortunately",1,0,0.01,0
"2023","profile",1,0,0.01,0
"2024","profile unfortunately",1,0,0.01,0
"2025","profile unfortunately life",1,0,0.01,0
"2026","unfortunately",1,0,0.01,0
"2027","unfortunately life",1,0,0.01,0
"2028","unfortunately life simple",1,0,0.01,0
"2029","life",1,0,0.01,0
"2030","life simple",1,0,0.01,0
"2031","life simple acknowledge",1,0,0.01,0
"2032","simple acknowledge",1,0,0.01,0
"2033","simple acknowledge hard",1,0,0.01,0
"2034","acknowledge hard",1,0,0.01,0
"2035","acknowledge hard yards",1,0,0.01,0
"2036","hard",1,0,0.01,0
"2037","hard yards",1,0,0.01,0
"2038","hard yards build",1,0,0.01,0
"2039","yards",1,0,0.01,0
"2040","yards build",1,0,0.01,0
"2041","yards build skills",1,0,0.01,0
"2042","build skills",1,0,0.01,0
"2043","build skills unlock",1,0,0.01,0
"2044","skills unlock",1,0,0.01,0
"2045","skills unlock insight",1,0,0.01,0
"2046","unlock",1,0,0.01,0
"2047","unlock insight",1,0,0.01,0
"2048","unlock insight less",1,0,0.01,0
"2049","insight",1,0,0.01,0
"2050","insight less",1,0,0.01,0
"2051","insight less data",1,0,0.01,0
"2052","less",2,0,0.02,0
"2053","less data",2,0,0.02,0
"2054","less data loads",1,0,0.01,0
"2055","data loads",1,0,0.01,0
"2056","data loads great",1,0,0.01,0
"2057","loads",1,0,0.01,0
"2058","loads great",1,0,0.01,0
"2059","loads great ah",1,0,0.01,0
"2060","great",2,0,0.02,0
"2061","great ah",1,0,0.01,0
"2062","great ah forget",1,0,0.01,0
"2063","ah",1,0,0.01,0
"2064","ah forget",1,0,0.01,0
"2065","ah forget something",1,0,0.01,0
"2066","forget",2,0,0.02,0
"2067","forget something",1,0,0.01,0
"2068","forget something important",1,0,0.01,0
"2069","something",2,0,0.02,0
"2070","something important",1,0,0.01,0
"2071","something important data",1,0,0.01,0
"2072","important data",1,1,0.01,0.0526315789473684
"2073","important data scientist",1,0,0.01,0
"2074","data scientist someone",1,0,0.01,0
"2075","scientist someone",1,0,0.01,0
"2076","scientist someone holds",1,0,0.01,0
"2077","someone",1,0,0.01,0
"2078","someone holds",1,0,0.01,0
"2079","someone holds great",1,0,0.01,0
"2080","holds",1,0,0.01,0
"2081","holds great",1,0,0.01,0
"2082","holds great communication",1,0,0.01,0
"2083","great communication",1,0,0.01,0
"2084","great communication skills",1,0,0.01,0
"2085","communication skills business",1,0,0.01,0
"2086","skills business",1,0,0.01,0
"2087","skills business mindset",1,0,0.01,0
"2088","business mindset",1,0,0.01,0
"2089","business mindset third",1,0,0.01,0
"2090","mindset",2,0,0.02,0
"2091","mindset third",1,0,0.01,0
"2092","mindset third article",1,0,0.01,0
"2093","third",2,0,0.02,0
"2094","third article",1,0,0.01,0
"2095","third article looking",1,0,0.01,0
"2096","article looking",1,0,0.01,0
"2097","article looking technology",1,0,0.01,0
"2098","looking technology",1,0,0.01,0
"2099","looking technology skills",1,0,0.01,0
"2100","technology skills",1,0,0.01,0
"2101","technology skills data",1,0,0.01,0
"2102","skills data intensive",1,0,0.01,0
"2103","data intensive",1,0,0.01,0
"2104","data intensive positions",1,0,0.01,0
"2105","intensive",1,0,0.01,0
"2106","intensive positions",1,0,0.01,0
"2107","intensive positions see",1,0,0.01,0
"2108","positions see",1,0,0.01,0
"2109","positions see previous",1,0,0.01,0
"2110","see previous",1,0,0.01,0
"2111","see previous articles",1,0,0.01,0
"2112","previous",1,1,0.01,0.0526315789473684
"2113","previous articles",1,0,0.01,0
"2114","previous articles data",1,0,0.01,0
"2115","articles data",1,0,0.01,0
"2116","articles data scientists",1,0,0.01,0
"2117","data scientists scraped",1,0,0.01,0
"2118","scientists scraped",1,0,0.01,0
"2119","scientists scraped information",1,0,0.01,0
"2120","scraped",1,0,0.01,0
"2121","scraped information",1,0,0.01,0
"2122","scraped information simplyhired",1,0,0.01,0
"2123","information",1,12,0.01,0.631578947368421
"2124","information simplyhired",1,0,0.01,0
"2125","information simplyhired cons",1,0,0.01,0
"2126","simplyhired",1,0,0.01,0
"2127","simplyhired cons",1,0,0.01,0
"2128","simplyhired cons courses",1,0,0.01,0
"2129","cons",1,0,0.01,0
"2130","cons courses",1,0,0.01,0
"2131","cons courses tend",1,0,0.01,0
"2132","courses tend",1,0,0.01,0
"2133","courses tend geared",1,0,0.01,0
"2134","tend",1,0,0.01,0
"2135","tend geared",1,0,0.01,0
"2136","tend geared mostly",1,0,0.01,0
"2137","geared",1,0,0.01,0
"2138","geared mostly",1,0,0.01,0
"2139","geared mostly towards",1,0,0.01,0
"2140","mostly",1,0,0.01,0
"2141","mostly towards",1,0,0.01,0
"2142","mostly towards beginners",1,0,0.01,0
"2143","towards beginners",1,0,0.01,0
"2144","towards beginners ton",1,0,0.01,0
"2145","beginners",1,0,0.01,0
"2146","beginners ton",1,0,0.01,0
"2147","beginners ton courses",1,0,0.01,0
"2148","ton",1,0,0.01,0
"2149","ton courses",1,0,0.01,0
"2150","ton courses advanced",1,0,0.01,0
"2151","courses advanced",1,0,0.01,0
"2152","courses advanced data",1,0,0.01,0
"2153","advanced data",1,0,0.01,0
"2154","advanced data scientists",1,0,0.01,0
"2155","data scientists lack",1,0,0.01,0
"2156","scientists lack",1,0,0.01,0
"2157","scientists lack days",1,0,0.01,0
"2158","lack",1,0,0.01,0
"2159","lack days",1,0,0.01,0
"2160","lack days results",1,0,0.01,0
"2161","days results",1,0,0.01,0
"2162","days results top",1,0,0.01,0
"2163","results",1,2,0.01,0.105263157894737
"2164","results top",1,0,0.01,0
"2165","results top skills",1,0,0.01,0
"2166","top skills top",1,0,0.01,0
"2167","skills top",1,0,0.01,0
"2168","skills top demand",1,0,0.01,0
"2169","top demand",1,0,0.01,0
"2170","top demand data",1,0,0.01,0
"2171","demand data",1,0,0.01,0
"2172","demand data science",1,0,0.01,0
"2173","science skills ranked",1,0,0.01,0
"2174","skills ranked",1,0,0.01,0
"2175","skills ranked highest",1,0,0.01,0
"2176","ranked",1,0,0.01,0
"2177","ranked highest",1,0,0.01,0
"2178","ranked highest lowest",1,0,0.01,0
"2179","highest",1,0,0.01,0
"2180","highest lowest",1,0,0.01,0
"2181","highest lowest technical",1,0,0.01,0
"2182","lowest",1,0,0.01,0
"2183","lowest technical",1,0,0.01,0
"2184","lowest technical skills",1,0,0.01,0
"2185","technical skills programming",1,0,0.01,0
"2186","skills programming",1,0,0.01,0
"2187","skills programming languages",1,0,0.01,0
"2188","programming languages mentioned",1,0,0.01,0
"2189","languages mentioned",1,0,0.01,0
"2190","languages mentioned data",1,0,0.01,0
"2191","mentioned",1,0,0.01,0
"2192","mentioned data",1,0,0.01,0
"2193","mentioned data scientist",1,0,0.01,0
"2194","scientist job ads",1,0,0.01,0
"2195","job ads",1,0,0.01,0
"2196","job ads include",1,0,0.01,0
"2197","ads",1,0,0.01,0
"2198","ads include",1,0,0.01,0
"2199","ads include following",1,0,0.01,0
"2200","include following",1,0,0.01,0
"2201","include following python",1,0,0.01,0
"2202","following",1,0,0.01,0
"2203","following python",1,0,0.01,0
"2204","following python r",1,0,0.01,0
"2205","python r matlab",1,0,0.01,0
"2206","r matlab",1,0,0.01,0
"2207","r matlab hadoop",1,0,0.01,0
"2208","matlab",1,0,0.01,0
"2209","matlab hadoop",1,0,0.01,0
"2210","matlab hadoop sas",1,0,0.01,0
"2211","hadoop sas",1,0,0.01,0
"2212","hadoop sas s",0,0,0,0
"2213","sas",1,0,0.01,0
"2214","sas s",0,0,0,0
"2215","sas s primarily",0,0,0,0
"2216","s primarily",1,0,0.01,0
"2217","s primarily driven",1,0,0.01,0
"2218","primarily",1,0,0.01,0
"2219","primarily driven",1,0,0.01,0
"2220","primarily driven amount",1,0,0.01,0
"2221","driven",1,1,0.01,0.0526315789473684
"2222","driven amount",1,0,0.01,0
"2223","driven amount hype",1,0,0.01,0
"2224","amount",1,0,0.01,0
"2225","amount hype",1,0,0.01,0
"2226","amount hype domain",1,0,0.01,0
"2227","hype",2,0,0.02,0
"2228","hype domain",1,0,0.01,0
"2229","hype domain received",1,0,0.01,0
"2230","domain received",1,0,0.01,0
"2231","domain received past",1,0,0.01,0
"2232","received",1,0,0.01,0
"2233","received past",1,0,0.01,0
"2234","received past starting",1,0,0.01,0
"2235","past",1,0,0.01,0
"2236","past starting",1,0,0.01,0
"2237","past starting hbr's",1,0,0.01,0
"2238","starting",1,0,0.01,0
"2239","starting hbr's",1,0,0.01,0
"2240","starting hbr's data",1,0,0.01,0
"2241","hbr's",1,0,0.01,0
"2242","hbr's data",1,0,0.01,0
"2243","hbr's data scientist",1,0,0.01,0
"2244","data scientist sexiest",1,0,0.01,0
"2245","scientist sexiest",1,0,0.01,0
"2246","scientist sexiest job",1,0,0.01,0
"2247","sexiest",1,0,0.01,0
"2248","sexiest job",1,0,0.01,0
"2249","sexiest job field",1,0,0.01,0
"2250","job field",1,0,0.01,0
"2251","job field data",1,0,0.01,0
"2252","field data",1,1,0.01,0.0526315789473684
"2253","field data science",1,0,0.01,0
"2254","data science domain",1,0,0.01,0
"2255","science domain",1,0,0.01,0
"2256","science domain knowledge",1,0,0.01,0
"2257","domain knowledge",1,0,0.01,0
"2258","domain knowledge often",1,0,0.01,0
"2259","knowledge often",1,0,0.01,0
"2260","knowledge often overlooked",1,0,0.01,0
"2261","often overlooked",1,0,0.01,0
"2262","often overlooked perhaps",1,0,0.01,0
"2263","overlooked",1,0,0.01,0
"2264","overlooked perhaps",1,0,0.01,0
"2265","overlooked perhaps s",0,0,0,0
"2266","perhaps",1,0,0.01,0
"2267","perhaps s",0,0,0,0
"2268","perhaps s important",0,0,0,0
"2269","s important",1,0,0.01,0
"2270","s important skill",1,0,0.01,0
"2271","important skill data",2,0,0.02,0
"2272","skill data scientists",1,0,0.01,0
"2273","data scientists furlough",1,0,0.01,0
"2274","scientists furlough",1,0,0.01,0
"2275","scientists furlough come",1,0,0.01,0
"2276","furlough",1,0,0.01,0
"2277","furlough come",1,0,0.01,0
"2278","furlough come sooner",1,0,0.01,0
"2279","come",1,0,0.01,0
"2280","come sooner",1,0,0.01,0
"2281","come sooner first",1,0,0.01,0
"2282","sooner",1,0,0.01,0
"2283","sooner first",1,0,0.01,0
"2284","sooner first transformative",1,0,0.01,0
"2285","first",3,0,0.03,0
"2286","first transformative",1,0,0.01,0
"2287","first transformative decision",1,0,0.01,0
"2288","transformative",1,0,0.01,0
"2289","transformative decision",1,0,0.01,0
"2290","transformative decision made",1,0,0.01,0
"2291","decision",1,0,0.01,0
"2292","decision made",1,0,0.01,0
"2293","decision made commit",1,0,0.01,0
"2294","made",1,0,0.01,0
"2295","made commit",1,0,0.01,0
"2296","made commit becoming",1,0,0.01,0
"2297","commit",1,0,0.01,0
"2298","commit becoming",1,0,0.01,0
"2299","commit becoming future",1,0,0.01,0
"2300","becoming future",1,0,0.01,0
"2301","becoming future proof",1,0,0.01,0
"2302","future",1,0,0.01,0
"2303","future proof",1,0,0.01,0
"2304","future proof indespensible",1,0,0.01,0
"2305","proof",1,0,0.01,0
"2306","proof indespensible",1,0,0.01,0
"2307","proof indespensible data",1,0,0.01,0
"2308","indespensible",1,0,0.01,0
"2309","indespensible data",1,0,0.01,0
"2310","indespensible data scientist",1,0,0.01,0
"2311","data scientist almost",1,0,0.01,0
"2312","scientist almost",1,0,0.01,0
"2313","scientist almost techniques",1,0,0.01,0
"2314","almost",1,0,0.01,0
"2315","almost techniques",1,0,0.01,0
"2316","almost techniques modern",1,0,0.01,0
"2317","techniques",2,17,0.02,0.894736842105263
"2318","techniques modern",1,0,0.01,0
"2319","techniques modern data",1,0,0.01,0
"2320","modern data",1,0,0.01,0
"2321","modern data science",1,0,0.01,0
"2322","data science including",1,0,0.01,0
"2323","science including",1,0,0.01,0
"2324","science including machine",1,0,0.01,0
"2325","machine learning inquisitive",1,0,0.01,0
"2326","learning inquisitive",1,0,0.01,0
"2327","learning inquisitive mindset",1,0,0.01,0
"2328","inquisitive",2,0,0.02,0
"2329","inquisitive mindset",1,0,0.01,0
"2330","inquisitive mindset data",1,0,0.01,0
"2331","mindset data",1,0,0.01,0
"2332","mindset data function",1,0,0.01,0
"2333","data function",1,0,0.01,0
"2334","data function top",1,0,0.01,0
"2335","function",1,0,0.01,0
"2336","function top",1,0,0.01,0
"2337","function top data",1,0,0.01,0
"2338","top data",1,0,0.01,0
"2339","top data scientist",1,0,0.01,0
"2340","data scientist projections",1,0,0.01,0
"2341","scientist projections",1,0,0.01,0
"2342","scientist projections math",1,0,0.01,0
"2343","projections",1,0,0.01,0
"2344","projections math",1,0,0.01,0
"2345","projections math skills",1,0,0.01,0
"2346","math",1,0,0.01,0
"2347","math skills",1,0,0.01,0
"2348","math skills required",1,0,0.01,0
"2349","required data science",1,0,0.01,0
"2350","data science can",1,0,0.01,0
"2351","science can",1,0,0.01,0
"2352","science can significantly",1,0,0.01,0
"2353","can significantly",1,0,0.01,0
"2354","can significantly different",1,0,0.01,0
"2355","significantly",1,0,0.01,0
"2356","significantly different",1,0,0.01,0
"2357","significantly different theoretical",1,0,0.01,0
"2358","different theoretical",1,0,0.01,0
"2359","different theoretical foundations",1,0,0.01,0
"2360","theoretical",1,0,0.01,0
"2361","theoretical foundations",1,0,0.01,0
"2362","theoretical foundations data",1,0,0.01,0
"2363","foundations data science",1,0,0.01,0
"2364","data science care",1,0,0.01,0
"2365","science care",1,0,0.01,0
"2366","science care simply",1,0,0.01,0
"2367","care",1,0,0.01,0
"2368","care simply",1,0,0.01,0
"2369","care simply focus",1,0,0.01,0
"2370","simply",1,0,0.01,0
"2371","simply focus",1,0,0.01,0
"2372","simply focus hands",1,0,0.01,0
"2373","focus",2,0,0.02,0
"2374","focus hands",1,0,0.01,0
"2375","focus hands skills",1,0,0.01,0
"2376","hands",1,1,0.01,0.0526315789473684
"2377","hands skills",1,0,0.01,0
"2378","hands skills statistics",1,0,0.01,0
"2379","skills statistics probability",1,0,0.01,0
"2380","statistics probability",1,0,0.01,0
"2381","statistics probability ii",1,0,0.01,0
"2382","probability",1,4,0.01,0.210526315789474
"2383","probability ii",1,0,0.01,0
"2384","probability ii multivariable",1,0,0.01,0
"2385","ii",1,0,0.01,0
"2386","ii multivariable",1,0,0.01,0
"2387","ii multivariable calculus",1,0,0.01,0
"2388","multivariable",1,0,0.01,0
"2389","multivariable calculus",1,0,0.01,0
"2390","multivariable calculus iii",1,0,0.01,0
"2391","calculus iii",1,0,0.01,0
"2392","calculus iii linear",1,0,0.01,0
"2393","iii",1,0,0.01,0
"2394","iii linear",1,0,0.01,0
"2395","iii linear however",1,0,0.01,0
"2396","linear however",1,0,0.01,0
"2397","linear however many",1,0,0.01,0
"2398","however many",2,0,0.02,0
"2399","however many problems",1,0,0.01,0
"2400","many problems",1,0,0.01,0
"2401","many problems happen",1,0,0.01,0
"2402","problems",1,1,0.01,0.0526315789473684
"2403","problems happen",1,0,0.01,0
"2404","problems happen data",1,0,0.01,0
"2405","happen",1,0,0.01,0
"2406","happen data",1,0,0.01,0
"2407","happen data science",1,0,0.01,0
"2408","data science process",1,0,0.01,0
"2409","science process",1,0,0.01,0
"2410","science process easily",1,0,0.01,0
"2411","process",2,0,0.02,0
"2412","process easily",1,0,0.01,0
"2413","process easily detectable",1,0,0.01,0
"2414","easily",1,0,0.01,0
"2415","easily detectable",1,0,0.01,0
"2416","easily detectable functional",1,0,0.01,0
"2417","detectable",1,0,0.01,0
"2418","detectable functional",1,0,0.01,0
"2419","detectable functional error",1,0,0.01,0
"2420","functional",1,0,0.01,0
"2421","functional error",1,0,0.01,0
"2422","functional error crashes",1,0,0.01,0
"2423","error",1,0,0.01,0
"2424","error crashes",1,0,0.01,0
"2425","error crashes program",1,0,0.01,0
"2426","crashes",1,0,0.01,0
"2427","crashes program",1,0,0.01,0
"2428","crashes program code",1,0,0.01,0
"2429","program",1,3,0.01,0.157894736842105
"2430","program code",1,0,0.01,0
"2431","program code according",1,0,0.01,0
"2432","code according",1,0,0.01,0
